MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8402900073,GMU, , , , , ,GENERAL SWEENY'S MUSEUM,GENERAL SWEENY'S MUSEUM, , ,5228 S STATE HWY,REPUBLIC,MO,65738,65738, , , , , ,4177321224, , , , , , , , , , , , , , , ,-93.45226,37.10645,4,4,4,29,043,5228 S STATE HWY,REPUBLIC,MO,65738,65738,0,0,0,0,1,0,0,0, 
8402900074,GMU, , , , , ,GONE WITH WIND: A BOOK AND FILM MUSEUM,GONE WITH WIND: A BOOK AND FILM MUSEUM, , ,109 E MAIN ST,BRANSON,MO,65616,65616, , , , , ,6604292872,HTTP://WWW.GWTWBRANSON.COM/, , , , , , , , , , , , , , ,-93.21583,36.6442,4,4,3,29,213,109 E MAIN ST,BRANSON,MO,65616,65616,0,0,0,0,1,0,0,0, 
8402900075,GMU, , , ,785528261, ,GRANDVIEW DEPOT MUSEUM,GRANDVIEW DEPOT MUSEUM, , ,1205 JONES AVE,GRANDVIEW,MO,64030,64030, , , , , ,8167610414, , , , , , , , , , , , , , , ,-94.53183,38.8909,4,4,2,29,095,1205 JONES AVE,GRANDVIEW,MO,64030,64030,0,0,0,0,1,0,0,0, 
8402900077,GMU, , , , , ,FLAT CREEK TRADING POST,FLAT CREEK TRADING POST, , ,6667 STATE HIGHWAY 173,CAPE FAIR,MO,65624,65624,6667 MISSOURI 173,CAPE FAIR,MO,65624,65624,4175380006, , , , , , , , , , , , , , , ,-93.52006,36.74388,4,4,4,29, ,6667 MISSOURI 173,CAPE FAIR,MO,65624,65624,0,0,0,0,1,0,0,0, 
8402900079,GMU,431299442, ,T99, ,813219,HARLIN MUSEUM OF WEST PLAINS,E L BOB HARLIN AND VESTA HARLIN CHARITABLE TRUST, , ,405 WORCESTER ST,WEST PLAINS,MO,65775,65775, , , , , ,4172567801, ,E L BOB HARLIN AND VESTA HARLIN CHARITABLE TRUST,201402,3,31751,31751,PO BOX 444,WEST PLAINS,MO,65775-0444,198311, , , , ,-91.86496,36.71905,4,4,4,29,091,PO BOX 444,WEST PLAINS,MO,65775-0444,65775,1,0,0,0,1,0,0,0, 
8402900080,GMU, , , ,804884513, ,FIRST DUE FIRE MUSEUM,FIRST DUE FIRE MUSEUM, , ,5555 SAINT LOUIS MILLS BLVD,HAZELWOOD,MO,63042,63042, , , , , ,3142275911,HTTP://WWW.FIRSTDUEFIREMUSEUM.COM, , , , , , , , , , , , , , ,-90.40853,38.79306,4,4,2,29,189,5555 SAINT LOUIS MILLS BLVD,HAZELWOOD,MO,63042,63042,0,0,0,0,1,0,0,0, 
8402900081,GMU, , , , , ,EPPS-HOUTS MUSEUM,EPPS-HOUTS MUSEUM, , ,1540 COUNTY ROAD 451,POPLAR BLUFF,MO,63901,63901, , , , , ,5737852734, , , , , , , , , , , , , , , ,-90.55821,36.76681,4,4,4,29,023,1540 COUNTY ROAD 451,POPLAR BLUFF,MO,63901,63901,0,0,0,0,1,0,0,0, 
8402900084,GMU, , , ,805341646, ,DIERBERG OPERATING FOUNDATION,DIERBERG OPERATING FOUNDATION, , ,600 JAMES S MCDONNELL BLVD,HAZELWOOD,MO,63042,63042, , , , , ,3148544664, , , , , , , , , , , , , , , ,-90.3832,38.77288,4,4,2,29,189,600 JAMES S MCDONNELL BLVD,HAZELWOOD,MO,63042,63042,0,0,0,0,1,0,0,0, 
8402900086,GMU, , , ,803946834, ,DAY LARK JONAS MUSEUM,DAY LARK JONAS MUSEUM, , ,219 W MAIN ST,STEELVILLE,MO,65565,65565, , , , , ,5737752505, , , , , , , , , , , , , , , ,-91.35984,37.96688,4,4,4,29,055,219 W MAIN ST,STEELVILLE,MO,65565,65565,0,0,0,0,1,0,0,0, 
8402900087,GMU, , , , , ,DR MICHAEL J CLARKE MUSEUM,DR MICHAEL J CLARKE MUSEUM, , ,1616 S EASTGATE AVE,SPRINGFIELD,MO,65809,65809, , , , , ,4178831636,HTTP://WWW.SPRINGFIELDMO.ORG, , , , , , , , , , , , , , ,-93.22321,37.18256,4,4,1,29,077,1616 S EASTGATE AVE,SPRINGFIELD,MO,65809,65809,0,0,0,0,1,0,0,0, 
8402900088,GMU, , , , , ,DOLL MUSEUM,DOLL MUSEUM, , ,1115 S 12TH ST,SAINT JOSEPH,MO,64503,64503, , , , , ,8162331420, , , , , , , , , , , , , , , ,-94.84532,39.75706,4,4,1,29,021,1115 S 12TH ST,SAINT JOSEPH,MO,64503,64503,0,0,0,0,1,0,0,0, 
8402900092,GMU, , , ,001124382, ,ELLSINORE PIONEER MUSEUM,ELLSINORE PIONEER MUSEUM, , ,11 S HERREN AVE,ELLSINORE,MO,63937,63937, , , , , ,5733220102, , , , , , , , , , , , , , , ,-90.7469,36.93183,4,4,4,29,035,11 S HERREN AVE,ELLSINORE,MO,63937,63937,0,0,0,0,1,0,0,0, 
8402900095,GMU,260844268, ,N31, ,713990,CHESS CLUB AND SCHOLASTIC CENTER OF SAINT LOUIS,CHESS CLUB AND SCHOLASTIC CENTER OF SAINT LOUIS, , ,326 N EUCLID AVE,SAINT LOUIS,MO,63108,63108, , , , , ,3144545778,HTTP://SAINTLOUISCHESSCLUB.ORG/,CHESS CLUB AND SCHOLASTIC CENTER OF SAINT LOUIS,201312,6,4676018,4632185,4657 MARYLAND AVE,SAINT LOUIS,MO,63108-1912,200807, , , , ,-90.25872,38.64423,4,4,1,29,510,4657 MARYLAND AVE,SAINT LOUIS,MO,63108-1912,63108,1,0,0,0,1,0,0,0, 
8402900096,GMU, , , , , ,CONCORDIA AREA MUSEUM,CONCORDIA AREA MUSEUM, , ,802 S GORDON ST,CONCORDIA,MO,64020,64020, , , , , ,6604632105, , , , , , , , , , , , , , , ,-93.5696,38.98013,4,4,4,29,107,802 S GORDON ST,CONCORDIA,MO,64020,64020,0,0,0,0,1,0,0,0, 
8402900097,GMU, , , ,008744786, ,ELVIS IS ALIVE MUSEUM,ELVIS IS ALIVE MUSEUM, , ,419 WARREN AVE,WRIGHT CITY,MO,63390,63390, , , , , ,6367453107, , , , , , , , , , , , , , , ,-91.02812,38.83008,4,4,3,29,219,419 WARREN AVE,WRIGHT CITY,MO,63390,63390,0,0,0,0,1,0,0,0, 
8402900098,GMU, , , , , ,CHAMP CLARK HONEY SHUCK,CHAMP CLARK HONEY SHUCK, , ,207 E CHAMP CLARK DR,BOWLING GREEN,MO,63334,63334, , , , , ,5733246707,HTTP://WWW.CHAMPCLARK.ORG, , , , , , , , , , , , , , ,-91.18941,39.34096,4,4,3,29,163,207 E CHAMP CLARK DR,BOWLING GREEN,MO,63334,63334,0,0,0,0,1,0,0,0, 
8402900099,GMU, , , , , ,CENTRAL INSTITUTE FOR THE DEAF MUSEUM,CENTRAL INSTITUTE FOR THE DEAF MUSEUM, , ,818 SOUTH EUCLID,ST LOUIS,MO,63110,63110, , , , , ,3149770268, , , , , , , , , , , , , , , ,-90.2635,38.6329,4,4,1,29,510,818 SOUTH EUCLID,ST LOUIS,MO,63110,63110,0,0,1,0,0,0,0,0, 
8402900101,GMU,431022226, ,A40, ,710000,CRAFT ALLIANCE EDUCATION CENTER,CRAFT ALLIANCE, , ,6640 DELMAR BLVD,ST LOUIS,MO,63130,63130, , , , , ,3147251177,HTTP://WWW.CRAFTALLIANCE.ORG/,CRAFT ALLIANCE,201406,6,1768564,1333255,6640 DELMAR BLVD,UNIVERSITY C,MO,63130-4503,197602, , , , ,-90.3056,38.65593,4,4,2,29,189,6640 DELMAR BLVD,UNIVERSITY C,MO,63130-4503,63130,1,0,1,0,0,0,0,0, 
8402900103,GMU, , , , , ,DOLL MUSEUM AND UFDC HEADQUARTERS,DOLL MUSEUM AND UFDC HEADQUARTERS,UNITED FEDERATION OF DOLL CLUBS MUSEUM, ,10900 N POMONA AVE,KANSAS CITY,MO,64153,64153, , , , , ,8168917040,HTTP://UFDC.ORG/, , , , , , , , , , , , , , ,-94.67189,39.29632,4,4,4,29,165,10900 N POMONA AVE,KANSAS CITY,MO,64153,64153,0,0,0,0,1,0,0,0, 
8402900106,GMU, , , , , ,BONNELL MUSEUM,BONNELL MUSEUM, , ,20755 LAMAR RD,WESTON,MO,64098,64098, , , , , ,8163865587,HTTP://WESTONMO.COM, , , , , , , , , , , , , , ,-94.84008,39.46875,4,4,4,29,165,20755 LAMAR RD,WESTON,MO,64098,64098,0,0,0,0,1,0,0,0, 
8402900108,GMU,570650877, , , ,712110,BELTON MUSEUM,THE BELTON AREA MUSEUM ASSOCIATION, , ,512 MAIN ST,BELTON,MO,64012,64012, , , , , ,8163223977,HTTP://WWW.MUSEUMSUSA.ORG,THE BELTON AREA MUSEUM ASSOCIATION,201312,4,137617,136556,100 N MAIN ST,BELTON,SC,29627-0000,197706, , , , ,-82.49828,34.52607,3,5,4,45,007,100 N MAIN ST,BELTON,SC,29627-0000,29627,1,0,0,0,1,0,0,0, 
8402900110,GMU, , , , , ,ARABIA STEAMBOAT MUSEUM,ARABIA STEAMBOAT MUSEUM, , ,400 GRAND BLVD,KANSAS CITY,MO,64106,64106, , , , , ,8164714030,HTTP://1856.COM/, , , , , , , , , , , , , , ,-94.58084,39.10969,4,4,1,29,095,400 GRAND BLVD,KANSAS CITY,MO,64106,64106,0,0,0,0,1,0,0,0, 
8402900113,GMU, , , ,010268397, ,BUSHWACKER WILD LIFE AREA,BUSHWACKER WILD LIFE AREA, , ,1 YOUNGER RD,BRONAUGH,MO,64728,64728, , , , , ,4179223227, , , , , , , , , , , , , , , ,-94.50808,37.69597,4,4,4,29, ,1 YOUNGER RD,BRONAUGH,MO,64728,64728,0,0,0,0,1,0,0,0, 
8402900114,GMU, , , , , ,ANTIQUE COWBOY WESTERN HERO,ANTIQUE COWBOY WESTERN HERO, , ,219 E COMMERCIAL ST,SPRINGFIELD,MO,65803,65803, , , , , ,4177660433, , , , , , , , , , , , , , , ,-93.29175,37.22966,4,4,1,29,077,219 E COMMERCIAL ST,SPRINGFIELD,MO,65803,65803,0,0,0,0,1,0,0,0, 
8402900115,GMU, , , , , ,CAVE SPRING INTERPRETIVE CENTER,CAVE SPRING INTERPRETIVE CENTER, , ,8701 E GREGORY BLVD,KANSAS CITY,MO,64133,64133, , , , , ,8165479679,HTTP://CAVESPRING.ORG/, , , , , , , , , , , , , , ,-94.48328,38.99509,4,4,1,29,095,8701 E GREGORY BLVD,KANSAS CITY,MO,64133,64133,0,0,0,0,1,0,0,0, 
8402900117,GMU, , , , , ,CAMPBELL HOUSE MUSEUM,CAMPBELL HOUSE MUSEUM, , ,1508 LOCUST STREET,ST LOUIS,MO,63103,63103, , , , , ,3144210325, , , , , , , , , , , , , , , ,-90.20174,38.63152,4,4,1,29,510,1508 LOCUST STREET,ST LOUIS,MO,63103,63103,0,0,1,0,0,0,0,0, 
8402900118,GMU, , , , , ,ALICE'S TEA ROOM AND MINIATURES,ALICE'S TEA ROOM AND MINIATURES, , ,329 S MAIN ST,SAINT CHARLES,MO,63301,63301, , , , , ,6369460505, , , , , , , , , , , , , , , ,-90.48241,38.7794,4,4,1,29,183,329 S MAIN ST,SAINT CHARLES,MO,63301,63301,0,0,0,0,1,0,0,0, 
8402900121,GMU, , , ,830225686, ,BENTON COUNTY MUSEUM,BENTON COUNTY MUSEUM, , ,700 BENTON ST,WARSAW,MO,65355,65355, , , , , ,6604382304,HTTP://BENTONCOMOMUSEUM.COM/, , , , , , , , , , , , , , ,-93.35837,38.25089,4,4,4,29, ,700 BENTON ST,WARSAW,MO,65355,65355,0,0,0,0,1,0,0,0, 
8402900123,GMU, , , , , ,CARA AND CABEZAS CONTEMPORARY,CARA AND CABEZAS CONTEMPORARY, , ,1714 HOLMES ST,KANSAS CITY,MO,64108,64108, , , , , ,8163326239,HTTP://WWW.CARAANDCABEZAS.COM, , , , , , , , , , , , , , ,-94.57549,39.09293,4,4,1,29,095,1714 HOLMES ST,KANSAS CITY,MO,64108,64108,0,0,0,0,1,0,0,0, 
8402900125,GMU, , , , , ,1859 JAIL MARSHAL'S HOME & MUSEUM,1859 JAIL MARSHAL'S HOME & MUSEUM, , ,217 NORTH MAIN,INDEPENDENCE,MO,64050-2804,64051, , , , , ,8162521892,HTTP://JCHS.ORG/1859-OLD-JAIL, , , , , , , , , , , , , , ,-94.41558,39.09298,4,4,2,29,095,217 NORTH MAIN,INDEPENDENCE,MO,64050-2804,64051,0,0,1,0,1,0,0,0, 
8402900129,GMU,020623368, ,T11, ,712110,NATIONAL MUSEUM OF GREATER KANSAS CITY AREA,GREATER KANSAS CITY AREA COMMITTEE OF THE NATIONAL MUSEUM O, ,GREATER KANSAS CITY AREA COMMITTEE OF THE NATIONAL MUSEUM OF,PO BOX 22495,KANSAS CITY,MO,64113,64113,1250 NEW YORK AVE NW,WASHINGTON,DC,64113,64113,2027835000,HTTP://NMWA.ORG/,GREATER KANSAS CITY AREA COMMITTEE OF THE NATIONAL MUSEUM O,201406,0,0,0,PO BOX 22495,KANSAS CITY,MO,64113-0495,200705, , , , ,-77.02883,38.90038,2,2,1,11,001,1250 NEW YORK AVE NW,WASHINGTON,DC,64113,64113,1,1,0,0,0,0,0,0, 
8402900130,GMU,020785630, ,A50, ,712110,GATEWAY TO PEACE MUSEUM,GATEWAY TO PEACE MUSEUM INC, , ,8312 NATURAL BRIDGE ROAD,ST LOUIS,MO,63121,63121, , , , , ,3143855161,HTTP://WWW.GATEWAYTOPEACE.COM,GATEWAY TO PEACE MUSEUM INC,201412,0,0,0,8312 NATURAL BRIDGE RD,SAINT LOUIS,MO,63121-4548,200702, , , , ,-90.31609,38.70778,4,4,2,29,189,8312 NATURAL BRIDGE RD,SAINT LOUIS,MO,63121-4548,63121,1,1,0,0,1,0,0,0, 
8402900131,GMU,030429108, ,A50,191217558,712110,FRENCHTOWN HERITAGE MUSEUM,FRENCHTOWN HERITAGE MUSEUM,FRENCHTOWN HERITAGE MUSEUM, ,1121 N 2ND ST,SAINT CHARLES,MO,63301,63301, , , , , ,6369473665,HTTP://WWW.HISTORICFRENCHTOWN.COM/INDEX.HTML,FRENCHTOWN HERITAGE MUSEUM,201312,3,67264,45108,1121 N 4TH,SAINT CHARLE,MO,63301-0000,200208, , , , ,-90.48046,38.79099,4,4,1,29,183,1121 N 4TH,SAINT CHARLE,MO,63301-0000,63301,1,1,0,0,0,0,0,0, 
8402900134,GMU,046000987, , ,780396354, ,MISSOURI STATE MUSEUM,MISSOURI STATE MUSEUM, , ,201 W CAPITOL AVE CAPITOL BUILDING ROOM B-2,JEFFERSON CITY,MO,65101,65101, , , , , ,5737512854,HTTP://MOSTATEPARKS.COM/PARK/MISSOURI-STATE-MUSEUM, , , , , , , , , , , , , , ,-92.15645,38.52898,4,4,4,29,051,201 W CAPITOL AVE CAPITOL BUILDING ROOM B-2,JEFFERSON CITY,MO,65101,65101,0,0,1,0,0,0,0,0, 
8402900141,GMU,200082518, ,A50, ,712110,GARY R LUCY RIVER HERITAGE MUSEUM,GARY R LUCY RIVER HERITAGE MUSEUM INC, , ,231 WEST MAIN STREET,WASHINGTON,MO,63090-2122,63090, , , , , ,6362396337,HTTP://WWW.GARYLUCY.COM,GARY R LUCY RIVER HERITAGE MUSEUM INC,201406,0,0,0,231 W MAIN ST,WASHINGTON,MO,63090-2122,200311, , , , ,-91.01245,38.56045,4,4,3,29,071,231 W MAIN ST,WASHINGTON,MO,63090-2122,63090,1,1,0,0,1,0,0,0, 
8402900145,GMU,201105617, , , , ,SAINT LOUIS BLUES MUSEUM,ST LOUIS BLUES MUSEUM FOUNDATION, , ,5527 LISETTE AVE,ST LOUIS,MO,63109,63109, , , , , , , , , , , , , , , , , , , , , ,-90.28908,38.57569,4,4,1,29,510,5527 LISETTE AVE,ST LOUIS,MO,63109,63109,0,1,0,0,0,0,0,0, 
8402900150,GMU,201891749, ,A50,174170428, ,MISSOURI NAVAL MUSEUM,MISSOURI NAVAL MUSEUM, , ,4502 ROYAL LYTHAM DR,COLUMBIA,MO,65203-5689,65203, , , , , , , , , , , , , , , , , , , , , ,-92.35993,38.90335,4,4,1,29,019,4502 ROYAL LYTHAM DR,COLUMBIA,MO,65203-5689,65203,0,1,0,0,0,0,0,0, 
8402900153,GMU,202562198, ,A50, ,712110,ADVERTISING ICON MUSEUM,ADVERTISING ICON MUSEUM INC, , ,4600 MADISON AVE STE 1500,KANSAS CITY,MO,64112-3016,64112, , , , , ,8169605254,HTTP://ADVERTISINGICONMUSEUM.ORG/,ADVERTISING ICON MUSEUM INC,201312,1,6000, ,4600 MADISON AVE STE 150,KANSAS CITY,MO,64112-3016,200606, , , , ,-94.59737,39.04428,4,4,1,29,095,4600 MADISON AVE STE 150,KANSAS CITY,MO,64112-3016,64112,1,1,0,0,1,0,0,0, 
8402900196,GMU,237303693, ,A26,073028805,710000,MID-AMERICA ARTS ALLIANCE,MID-AMERICA ARTS ALLIANCE, , ,2018 BALTIMORE AVE,KANSAS CITY,MO,64108-1914,64108, , , , , ,8164211388,HTTP://WWW.MAAA.ORG/SITERESOURCES/DATA/TEMPLATES/T8.ASP?DOCID=514&DOCNAME=HOME,MID-AMERICA ARTS ALLIANCE,201406,6,3674892,3674892,2018 BALTIMORE AVE,KANSAS CITY,MO,64108-1914,197307, , , , ,-94.58494,39.08905,4,4,1,29,095,2018 BALTIMORE AVE,KANSAS CITY,MO,64108-1914,64108,1,1,1,1,1,0,0,0, 
8402900197,GMU,237305970, , , ,712110,MOUND CITY MUSEUM ASSOCIATION,MOUND CITY MUSEUM ASSOCIATION, , ,PO BOX 206,MOUND CITY,MO,64470,64470,104 E 7TH,MOUND CITY,MO,64470,64470, , ,MOUND CITY MUSEUM ASSOCIATION,201112,0,0,0,PO BOX 206,MOUND CITY,MO,64470-0206,197411, , , , ,-95.23273,40.13223,4,4,4,29,087,104 E 7TH,MOUND CITY,MO,64470,64470,1,1,0,0,0,0,0,0, 
8402900205,GMU,237363268, , ,147989743, ,CLAY COUNTY MUSEUM,CLAY COUNTY HISTORICAL SOCIETY INC,CLAY COUNTY MUSEUM ASSOCIATION, ,14 N MAIN ST,LIBERTY,MO,64068,64068, , , , , ,8167921849,HTTP://WWW.CLAYCOUNTYMUSEUM.ORG,CLAY COUNTY HISTORICAL SOCIETY INC,201410,0,0,0,14 N MAIN ST,LIBERTY,MO,64068-1638,197404, , , , ,-94.42043,39.24621,4,4,2,29,047,14 N MAIN ST,LIBERTY,MO,64068-1638,64068,1,1,0,0,1,0,0,0, 
8402900217,GMU,260706992, ,A50, ,712110,DR PEPPER MUSEUM,THE MUSEUM OF SOFT DRINK HISTORY A MISSOURI NON-PROFIT CORP, ,THE MUSEUM OF SOFT DRINK HISTORY A MISSOURI NON-PROFIT CORP,4119 S OLD HIGHWAY,ST PETERS,MO,63304-2846,63304, , , , , , , ,THE MUSEUM OF SOFT DRINK HISTORY A MISSOURI NON-PROFIT CORP, ,0, , ,4119 S OLD HIGHWAY 94,ST PETERS,MO,63304-2846,201306, , , , ,-90.59447,38.74363,4,4,2,29,183,4119 S OLD HIGHWAY 94,ST PETERS,MO,63304-2846,63304,1,1,0,0,0,0,0,0, 
8402900229,GMU,263241349, ,A50, ,712110,BUNKER UNION CHURCH HISTORIC MUSEUM,BUNKER UNION CHURCH HISTORIC MUSEUM, , ,PO BOX 331,BUNKER,MO,63629-0331,63629,205 MAIN ST,BUNKER,MO,63629-0331,63629,5736891358,HTTP://WWW.BUNKERMUSEUM.ORG,BUNKER UNION CHURCH HISTORIC MUSEUM,201312,1,5785,5587,PO BOX 331,BUNKER,MO,63629-0331,200901, , , , ,-91.20459,37.48044,4,4,4,29, ,205 MAIN ST,BUNKER,MO,63629-0331,63629,1,1,0,0,0,0,0,0, 
8402900238,GMU,270006212, ,A50, ,813410,USS ARIES HYDROFOIL MEMORIAL,USS ARIES HYDROFOIL MEMORIAL INC, , ,1375 PRIVATE ROAD 1188,CALLAO,MO,63534-3800,63534, , , , , , ,HTTP://WWW.USSARIES.ORG,USS ARIES HYDROFOIL MEMORIAL INC,201312,0,0,0,1375 PRIVATE ROAD 1188,CALLAO,MO,63534-3800,200208, , , , ,-92.6501,39.64909,4,4,4,29,175,1375 PRIVATE ROAD 1188,CALLAO,MO,63534-3800,63534,1,1,0,0,0,0,0,0, 
8402900244,GMU,270959604, ,A11, ,813219,THESOLDIERS MEMORIAL MILITARY MUSEUM,FRIENDS OF THE@SOLDIERS MEMORIAL MILITARY MUSEUM, , ,1315 CHESTNUT STREET,ST LOUIS,MO,63103,63103, , , , , ,3146224550,HTTP://WWW.STLSOLDIERSMEMORIAL.ORG/,FRIENDS OF THE@SOLDIERS MEMORIAL MILITARY MUSEUM,201312,4,209824,209824,1315 CHESTNUT ST,SAINT LOUIS,MO,63103-2317,200911, , , , ,-90.20025,38.6287,4,4,1,29,510,1315 CHESTNUT ST,SAINT LOUIS,MO,63103-2317,63103,1,1,0,0,0,0,0,0, 
8402900249,GMU,271280023, ,A11, ,712110,WORLD CHESS MUSEUM,WORLD CHESS MUSEUM INC, , ,4567 MARYLAND AVE,ST LOUIS,MO,63108,63108, , , , , ,3143679243,HTTP://WWW.WORLDCHESSHOF.ORG,WORLD CHESS MUSEUM INC,201312,6,3849053,3624495,4652 MARYLAND AVE,SAINT LOUIS,MO,63108-1913,200709, , , , ,-90.2603,38.64438,4,4,1,29,510,4652 MARYLAND AVE,SAINT LOUIS,MO,63108-1913,63108,1,1,0,0,0,0,0,0, 
8402900267,GMU,300293613, ,A50, , ,AMERICAN BARBECUE HALL OF FAME AND MUSEUM,AMERICAN BARBECUE HALL OF FAME AND MUSEUM, , ,PO BOX 45268,KANSAS CITY,MO,64171-8268,64171,4725 NORTH GREEN HILLS ROAD,KANSAS CITY,MO,64171-8268,64171,8165874775, , , , , , , , , , , , , , , ,-94.64575,39.1811,4,4,2,29,165,4725 NORTH GREEN HILLS ROAD,KANSAS CITY,MO,64171-8268,64171,0,1,0,0,0,0,0,0, 
8402900276,GMU,311720345, , , , ,MISSOURIS HEARING AID MUSEUM,MISSOURIS HEARING AID MUSEUM, , ,1312,SPRINGFIELD,MO,65803,65803, , , , , , , , , , , , , , , , , , , , , ,-93.28848,37.24695,4,4,1,29, ,1312,SPRINGFIELD,MO,65803,65803,0,1,0,0,0,0,0,0, 
8402900280,GMU,330623972, ,A50, , ,ROY ROGERS DALE EVANS MUSEUM,ROY ROGERS DALE EVANS MUSEUM, , ,3950 GREEN MOUNTAIN DR,BRANSON,MO,65616-8555,65616, , , , , , , , , , , , , , , , , , , , , ,-93.25379,36.64377,4,4,3,29,213,3950 GREEN MOUNTAIN DR,BRANSON,MO,65616-8555,65616,0,1,0,0,0,0,0,0, 
8402900293,GMU,371527103, ,A50, , ,AMERICAN PRESDENTIAL MUSEUM,AMERICAN PRESDENTIAL MUSEUM LLC, , ,2849 GRETNA RD,BRANSON,MO,65616-3346,65616, , , , , , ,HTTP://PRESIDENTIALMUSEUMS.COM/, , , , , , , , , , , , , , ,-93.27909,36.64313,4,4,3,29,213,2849 GRETNA RD,BRANSON,MO,65616-3346,65616,0,1,0,0,0,0,0,0, 
8402900296,GMU,383761633, ,A84, ,712110,GREATER ST LOUIS AMATUER HOCKEY HALL OF FAME,GREATER ST LOUIS AMATUER HOCKEY HALL OF FAME, , ,672 WINTER HILL CIR,FENTON,MO,63026-4068,63026, , , , , , , ,GREATER ST LOUIS AMATUER HOCKEY HALL OF FAME,201312,3,53551,41552,672 WINTER HILL CIR,FENTON,MO,63026-4068,201209, , , , ,-90.42979,38.50305,4,4,2,29,189,672 WINTER HILL CIR,FENTON,MO,63026-4068,63026,1,1,0,0,0,0,0,0, 
8402900315,GMU,430905893, ,A50, ,712110,GEN STERLING PRICE MUSEUM,FRIENDS OF KEYTESVILLE INC, , ,412 W BRIDGE ST,KEYTESVILLE,MO,65261-1016,65261, , , , , ,6602883204, ,FRIENDS OF KEYTESVILLE INC,201412,0,0,0,412 W BRIDGE ST,KEYTESVILLE,MO,65261-1016,198403, , , , ,-92.93898,39.43463,4,4,4,29,041,412 W BRIDGE ST,KEYTESVILLE,MO,65261-1016,65261,1,1,0,0,0,0,0,0, 
8402900322,GMU,431041722, , , , ,GOLDEN EAGLE RIVER MUSEUM,GOLDEN EAGLE RIVER MUSEUM, , ,1884 CHARMWOOD CT,KIRKWOOD,MO,63122-6312,63122, , , , , , , , , , , , , , , , , , , , , ,-90.4313,38.56267,4,4,2,29,189,1884 CHARMWOOD CT,KIRKWOOD,MO,63122-6312,63122,0,1,0,0,0,0,0,0, 
8402900329,GMU,431094434, , ,183333566,541710,MARTHA LAFITE THOPSN NATURE,MARTHA LAFITE THOMPSON NATURE SANCTUARY BIOLOGY DEPARTMENT,MARTHA LAFITE THOPSN NATURE, ,407 N LA FRENZ RD,LIBERTY,MO,64068-8417,64068, , , , , ,8167818598,HTTP://WWW.NATURESANCTUARY.COM,MARTHA LAFITE THOMPSON NATURE SANCTUARY BIOLOGY DEPARTMENT,201309,4,118066, ,407 N LA FRENZ RD,LIBERTY,MO,64068-8417,197710, , , , ,-94.3982,39.24924,4,4,4,29,047,407 N LA FRENZ RD,LIBERTY,MO,64068-8417,64068,1,1,0,0,1,0,0,0, 
8402900339,GMU,431114915, ,A50, ,712110,CHRISTIAN COUNTY MUSEUM,CHRISTIAN COUNTY MUSEUM INC, , ,PO BOX 442,OZARK,MO,65721,65721,202 E CHURCH ST,OZARK,MO,65721,65721,4175814860,HTTP://WWW.CCMOHISTORICALSOCIETY.COM,CHRISTIAN COUNTY MUSEUM INC,201406,0,0,0,PO BOX 442,OZARK,MO,65721-0442,197712, , , , ,-93.25637,37.01939,4,4,4,29,043,202 E CHURCH ST,OZARK,MO,65721,65721,1,1,0,0,0,0,0,0, 
8402900343,GMU,431128540, ,N64, ,712110,SAINT LOUIS SOCCER HALL OF FAME,ST LOUIS SOCCER HALL OF FAME, , ,5208 AUTUMNWINDS DR,SAINT LOUIS,MO,63129-2462,63129,7045 STINGER PL,SAINT LOUIS,MO,63129-2462,63129, ,HTTP://WWW.STLSOCCERHALLOFFAME.COM/,ST LOUIS SOCCER HALL OF FAME,201409,3,80384,51840,5208 AUTUMNWINDS DR,SAINT LOUIS,MO,63129-2462,200703, , , , ,-90.32294,38.43204,4,4,2,29,189,7045 STINGER PL,SAINT LOUIS,MO,63129-2462,63129,1,1,0,0,0,0,0,0, 
8402900344,GMU,431131429, ,A40,809095289,710000,LAUMEIER SCULPTURE PARK,LAUMEIER SCULPTURE PARK, , ,12580 ROTT RD,SAINT LOUIS,MO,63127-1212,63127,12580 ROTT RD,SAINT LOUIS,MO,63127-1212,63127,3146155278,HTTP://WWW.LAUMEIERSCULPTUREPARK.ORG/,LAUMEIER SCULPTURE PARK,201312,6,4195202,2063442,12580 ROTT RD,SAINT LOUIS,MO,63127-1212,197804, , , , ,-90.41767,38.55059,4,4,2,29,189,12580 ROTT RD,SAINT LOUIS,MO,63127-1212,63127,1,1,1,0,1,1,0,0, 
